"row.names","cln3.1","cln3.2","clb2.2","clb2.1","alpha0","alpha7","alpha14","alpha21","alpha28","alpha35","alpha42","alpha49","alpha56","alpha63","alpha70","alpha77","alpha84","alpha91","alpha98","alpha105","alpha112","alpha119","cdc15.10","cdc15.30","cdc15.50","cdc15.70","cdc15.80","cdc15.90","cdc15.100","cdc15.110","cdc15.120","cdc15.130","cdc15.140","cdc15.150","cdc15.160","cdc15.170","cdc15.180","cdc15.190","cdc15.200","cdc15.210","cdc15.220","cdc15.230","cdc15.240","cdc15.250","cdc15.270","cdc15.290","cdc28.0","cdc28.10","cdc28.20","cdc28.30","cdc28.40","cdc28.50","cdc28.60","cdc28.70","cdc28.80","cdc28.90","cdc28.100","cdc28.110","cdc28.120","cdc28.130","cdc28.140","cdc28.150","cdc28.160","elu0","elu30","elu60","elu90","elu120","elu150","elu180","elu210","elu240","elu270","elu300","elu330","elu360","elu390","peak"
"YCL014W",0.49,0.2,0.6,0.44,-0.71,1.15,-0.483,-0.8,-0.48,0.04,0.49,0.27,0.25,-0.12,-0.21,-0.54,-0.46,-0.098,0.48,0.35,0.38,-0.09,-0.61,-1.03,-0.24,0.93,1.21,1,0.75,0.71,0.14,-0.43,-1.07,-0.74,-0.4,0.08,0.14,0.65,0.28,0.34,0.29,0.25,-0.19,-0.58,-0.91,-0.56,-0.84,-0.88,-1.13,-0.37,0.47,0.78,1.21,1.38,0.78,-1.32,-0.57,-0.57,0.02,0.52,0.41,-0.27,0.35,-0.7,-0.52,-0.42,-0.4,-0.24,-0.03,0.27,0.21,0.42,0.35,0.35,0.57,0.1,0.04,"S/G2"
"YCL025C",-0.45,-0.84,0.56,0.34,-0.29,0.12,0.12,-0.35,0.3,-0.21,0.08,-0.07,-0.19,-0.02,0.2,-0.01,0.08,0.12,0.12,-0.01,0.09,-0.11,-1.65,-1.47,-0.81,0.42,0.38,0.17,0.35,-0.02,-0.01,0.08,0.03,0.56,0.02,0.48,0.86,0.79,0.66,0.24,0.24,-0.83,-0.15,-0.17,-0.05,-0.1,-0.88,-1.41,-2.51,-1.06,-0.34,-0.28,-0.05,0.4,0.45,0.42,0.57,0.8,0.97,0.79,0.5,1.22,0.9,0.38,-0.03,-0.4,-0.14,-0.16,-0.09,0.05,0.13,0.21,0.08,-0.27,0.3,0.09,-0.14,"S/G2"
"YCL062W",0.29,-0.56,0.43,0.94,-0.94,-0.94,-0.32,-0.07,0.18,0.29,0.52,0.31,0.29,-0.01,-0.2,0,0.14,-0.03,0.09,0.09,0.44,0.15,0.42,-0.26,0.37,1.01,0.24,1.24,0.35,0.81,-0.32,0.06,-0.83,-0.55,-0.49,0.02,0.28,0.85,-1.29,0.78,-0.62,-1,-0.19,-0.14,-0.43,-0.32,-0.64,-0.47,-0.95,0.18,0.6,0.46,0.6,0.64,0.46,-0.39,-0.6,-0.33,0.26,0.13,0.0128571428571429,0.19,-0.12,-0.56,-0.59,-0.41,-0.41,0.1,0.27,-0.51,0.26,0.38,0.46,0.6,0.26,0.24,-0.08,"S/G2"
"YCL063W",0.5,-0.67,0.04,0.37,-0.75,-0.84,-0.15,-0.1,0.13,0.15,0.37,0.45,0.27,-0.03,0.08,-0.24,-0.1,-0.02,0.25,0.27,0.29,-0.03,0.05,-0.5,-0.1,0.65,0.66,1.05,0.37,0.69,0.1,-0.11,-1.17,0.25,-0.83,-0.1,-0.27,0.71,0.19,0.46,-0.01,-0.43,-0.45,-0.45,-0.27,-0.5,-0.74,-0.29,-0.68,0,0.74,0.6,0.7,1.02,0.43,-0.99,-0.57,-0.36,0.32,-0.15,-0.05,0.273,0.124,-0.44,-0.77,-0.13,-0.32,0.23,-0.02,0.39,0.31,0.14,0.02,0.5,0.14,0.02,-0.06,"S/G2"
"YCLX09W",-0.4,-1.03,0.19,0.23,-0.7,0.33,0.09,0.12,-0.29,0.19,-0.58,-0.15,-0.01,0.34,0.16,0.05,-0.07,0.02,-0.24,0.46,0.19,0.08,-1.17,-1.15,-0.64,0.49,0.12,0.34,0.03,0.07,0.1,0.01,-0.08,0.31,0.8,-0.47,0.9,0.7,0.71,0.23,0.06,-1.25,0.19,-0.42,-0.01,0.12,-0.99,-1.06,-1.57,-1.04,-0.56,-0.22,0.07,0.48,0.34,-0.25,0.43,0.59,1.14,0.83,0.386666666666667,1.1,0.7,0.26,0.62,-0.23,-0.51,-0.47,-0.15,0.04,0.4,0.15,0.05,-0.36,0.04,0.2,-0.05,"S/G2"
"YCR002C",0.14,0.18,-0.3,0.24,0.01,-0.25,0.12,-0.25,0.03,-0.44,0.29,0.37,0.29,-0.1,0.19,-0.3,-0.15,-0.16,0.26,-0.05,0.28,-0.15,-0.35,-0.54,-0.01,0.31,0.51,0.53,0.16,0.33,0.09,0.15,-0.4,0.06,-0.27,0.12,-0.9,0.32,0.44,0.53,0.02,-0.87,-0.38,0.19,0.02,-0.08,-0.29,-0.56,-0.49,-0.12,0.5,-0.1,0.22,0.03,-0.06,0.43,0.09,0.08,-0.18,0.192,0.29,0.17,-0.02,-0.14,-0.28,-0.24,0.02,0.26,0.05,0.29,0.15,0.05,-0.1,0.29,0.12,-0.18,-0.31,"S/G2"
"YCR069W",-0.15,0.6,-0.14,-0.15,-0.01,0.12,0.27,0.04,0.07,0.23,0.09,0.34,0.18,-0.32,-0.32,-0.29,-0.32,-0.2,-0.1,0.32,-0.11,-0.01,-1.01,-1.18,-0.49,0.38,0.8,0.18,0.07,-0.08,0.13,-0.57,-0.17,-0.24,-0.01,0.05,0.07,0.45,0.1,0.28,0.57,0.6,0.15,-0.09,-0.14,0.13,0.09,-0.3,-0.53,0.18,0.03,0.12,0.02,0.41,0.33,-0.6,0.1,0.03,0.28,0.218888888888889,0.3,-0.1,-0.37,-0.05,0.19,0.07,-0.09,-0.5,-0.43,-0.09,0.29,0.04,0.05,-0.01,0.2,0.12,0.23,"S/G2"
"YDR011W",0.6,-0.22,-0.69,-0.03,-0.48,-0.22,-0.07,-0.24,-0.13,0.17,0.63,0.23,0.23,0.05,-0.13,-0.2,-0.28,-0.06,0.13,0.36,-0.1,0.12,0.02,0.47,-0.15,-0.25,0.72,-0.54,0.78,-0.16,0.13,-0.54,0.39,1.21,0.14,0.6,0.67,-1.23,-0.16,-0.52,0.25,0.55,0.68375,-1.04,-0.41,-0.92,-0.41,-1.36,-1.25,-0.65,0.12,0.09,0.43,0.48,0.56,0.4,0.27,0.1,0.11,0.344444444444444,0.37,0.28,0.46,0.82,0.2,0.04,-0.09,-0.2,-0.2,-0.07,-0.35,0.15,0.01,-0.04,-0.01,-0.22,-0.06,"S/G2"
"YDR029W",0.98,-0.34,-0.43,-0.54,-0.12,0,-0.05,0.13,-0.11,0.12,-0.2,0.37,0.24,-0.09,0.03,-0.04,-0.11,-0.02,0.02,0.28,-0.31,-0.14,0.05,-0.21,0.16,0.19,0,0.19,0.89,0.13,-0.31,-0.56,-0.26,-0.21,0.25,-0.37,-0.12,0.16,0.36,-0.54,0.13,0.37,-0.43,0.09,-0.04,0.06,-0.23,-0.76,-0.63,-0.21,-0.28,0.04,0.35,0.12,0.22,-1.1,-0.08,-0.33,0.54,0.89,0.76,0.57,0.1,0.76,0,-0.02,0.03,-0.43,-0.09,0.16,-0.02,-0.23,-0.08,0.2,-0.05,-0.21,-0.03,"S/G2"
"YDR089W",0.52,-0.58,0.25,0.12,-0.58,0.4,-0.33,-0.72,0.07,0.25,0.63,0.37,0.29,-0.17,-0.11,-0.42,-0.31,0,0.31,0.41,0.138,-0.08,-0.93,-0.99,-0.72,-0.13,0.69,0.5,0.55,0.19,0.28,-0.57,-0.26,0.05,0.15,0.04,-0.01,0.21,0.24,-0.01,0.88,0.61,0.3,-0.14,-0.44,-0.51,-0.68,-1.05,-0.94,0.05,0.31,0.57,0.13,0.48,0.42,-0.12,-0.06,-0.2,0.13,0.13,0.208,0.39,0.43,-0.65,-0.19,0.08,0.2,0.35,0.29,0.34,0.13,0.04,-0.17,0.02,0.11,-0.33,-0.24,"S/G2"
"YDR130C",-0.1,0.11,0.1,0.58,-0.3,-0.24,-0.267,-0.31,-0.2,0.12,0.29,0.07,0.14,0.03,-0.28,0,0.07,-0.08,0.03,0.14,0.34,0.17,-0.5,-0.18,0.7,0.65,0.38,0.48,0.06,-0.14,-0.37,-0.65,-0.32,-0.21,0.2,0.25,-0.3,0.58,0.55,-0.21,-0.37,-0.12,-0.35,-0.23,-0.12,0.2,-0.23,-0.43,-1.36,0.29,0.34,0.94,-0.25,0.42,0.23,-0.77,-0.51,-0.14,0.42,0.57,0.49,0.054,-0.028,-0.18,-0.24,-0.22,-0.49,-0.24,0,-0.35,0.37,0.45,0.07,0.18,0.38,-0.07,0.37,"S/G2"
"YDR149C",1.47,-0.58,-0.06,-0.25,-0.78,-0.281,-0.75,-0.41,-0.62,0.5,-0.08,0.79,0.41,-0.12,0.22,-0.02,-0.37,0.06,0.03,0.56,0.29,0.28,-0.43,-0.476,-0.203,0.186,0.438,0.316,0.509,0.077,0.092,-0.388,-0.129,-0.074,0.018,0.234,0.263,-0.017,0.279,-0.084,0.406666666666667,0.18,0.0822222222222222,-0.421,-0.443,-0.419,-1.39,-2.09,-1.92,-0.33,1.12,0.77,1.16,0.61,0.89,-0.7,-0.04,0.08,0.67,0,0.5,0.16,0.53,0.58,0.02,0.44,-0.09,-0.52,-0.18,0.06,-0.2,-0.12,0.17,0.29,0.06,-0.67,0.16,"S/G2"
"YDR150W",0.49,-0.42,-0.18,0.79,-0.44,-0.76,-0.7,-0.65,-0.14,-0.1,0.44,0.22,0.42,0.15,0.13,0.06,0.11,0.15,0.21,0.3,0.41,0.18,-0.27,-0.27,-0.05,0.28,0.21,0.7,0.25,0.55,-0.21,-0.08,-0.71,-0.03,-0.36,0.25,-0.25,0.21,-0.1,0.06,0.29,0.06,-0.06,-0.14,-0.1,-0.23,-0.4,-0.53,-1.3,-0.17,0.55,0.54,0.24,0.57,0.49,-0.44,-0.11,-0.08,0.24,0.0828571428571428,-0.15,0.35,0.2,-0.47,-0.05,-0.88,-0.04,-0.17,-0.35,1.08,-0.18,0.29,0.51,-0.1,0.39,-0.27,0.23,"S/G2"
"YDR302W",-0.18,0.14,0.06,-0.22,-0.16,-0.55,-0.04,-0.01,0.168,0.35,0.47,0.71,-0.06,-0.33,-0.44,-0.26,0.2,-0.24,0.21,-0.11,0.51,-0.29,-0.27,-0.54,-0.13,0.37,0.32,0.37,0.29,0.06,-0.36,-0.04,0.1,0.17,0.43,0.22,0.7,0.39,0.33,0.4,-0.19,-1.68,-0.16,-0.41,-0.27,-0.11,-0.59,0.18,0.19,0.27,-0.01,0.44,0.46,-0.53,-0.18,-0.53,-0.51,-0.18,0.18,0.49,0.14,0.59,-0.27,0.12,-0.34,-0.15,-0.48,0.09,0.35,-0.01,0.32,0.05,-0.03,0.45,0,-0.34,-0.05,"S/G2"
"YDR346C",-0.22,0.24,-0.3,0.1,0.08,-0.53,-0.29,-0.24,-0.09,0.08,0.33,0.15,0.2,0.38,-0.1,-0.37,-0.19,-0.09,0.08,0.22,0.18,0.19,0.37,0.07,0.12,0.57,0.16,0.55,0.37,0.37,-0.15,-0.03,-0.84,-0.4,0,0.19,-0.13,0.6,-0.25,0.39,-0.63,-0.58,-0.58,-0.03,-0.21,0.07,-0.55,0.09,0.1,0.3,0.32,0.12,0.11,0.09,0.03,-0.52,-0.35,-0.19,-0.13,0.29,0.0466666666666667,0.2,0.1,-1.03,-0.48,-0.55,-0.42,-0.01,0.22,0.04,0.62,0.32,0.7,0.21,0.22,-0.04,0.21,"S/G2"
"YEL017W",-0.12,-0.04,-0.3,-0.01,-0.5,-0.45,-0.35,-0.3,0.17,0.16,0.76,0.45,0.17,-0.08,-0.4,-0.4,0.19,0.01,0.46,0.09,0.22,-0.21,-0.75,-1.29,-0.07,0.61,1.2,0.67,0.38,-0.09,-0.11,-0.66,-0.61,-0.09,0.31,0.07,0.45,0.41,0.72,0.32,0.29,-0.61,-0.07,-0.36,-0.41,-0.31,-0.38,-0.19,-0.02,0.5,0.81,0.37,-0.59,-0.12,-0.21,-0.36,-0.9,-0.05,0.83,0.6,-0.44,0.29,-0.15,-0.22,-0.11,-0.25,-0.48,-0.29,-0.2,0.3,0.35,0.15,-0.22,0.27,0.51,0.05,0.12,"S/G2"
"YER018C",0.33,-1.43,-0.86,-0.01,0.52,-0.02,0.14,-0.11,0.07,-0.5,0.4,0.26,-0.13,-0.34,-0.16,-0.26,-0.13,0.06,0.26,-0.06,0.1,-0.11,-0.54,-0.33,0.32,0.76,0.69,0.67,0.59,-0.67,-0.09,-0.33,-0.56,0.19,0.08,0.38,0.08,0.41,0.11,-0.07,0.01,-0.69,-0.28,-0.49,-0.23,-0.08,-0.48,-0.42,0.34,0.65,1,0.33,0.05,0.02,-0.54,-0.36,-0.52,-0.07,0.02,0.08,-0.09,0.0922222222222222,-0.206666666666667,-0.06,-0.11,0,-0.04,0.25,0.11,0.38,0.31,0.05,-0.13,-0.1,-0.21,-0.25,-0.19,"S/G2"
"YER032W",-0.23,0,-0.18,0.11,-0.79,-1.01,-0.6,-0.25,0.27,0.75,0.53,0.47,0.17,-0.3,-0.34,-0.5,-0.01,0.09,0.64,0.38,0.49,0.02,-0.49,-0.17,0.2,0.63,0.83,0.56,0.28,-0.08,-0.19,-0.35,-0.25,-0.25,-0.51,0.56,0.3,0.39,-0.13,0.31,-0.03,-0.69,0.07,-0.23,-0.46,-0.29,-1.29,-1.02,-0.32,0.5,0.77,0.55,0.73,0.76,0.11,-0.45,-0.78,-0.59,0.43,0.34,0.0975,0.14,0.11,-0.51,-0.42,-0.24,-0.39,0.05,-0.22,0.07,0.49,0.39,0.2,-0.15,0.42,0.42,-0.1,"S/G2"
"YER042W",-0.23,0.12,-0.18,0.14,-0.38,1,-0.3,-0.16,-0.51,0.35,0.22,0.6,0.32,-0.04,-0.07,-0.23,-0.28,-0.4,-0.38,0,0.08,0.19,-0.59,-0.21,0.31,0.72,0.59,0.41,-0.12,-0.26,-0.49,-0.2,-0.45,0.21,-0.14,0.62,0.32,0.1,-0.18,0.03,-0.93,0.02,0.02,0.1,-0.02,0.13,-0.54,-0.29,-0.29,0.57,0.87,0.24,0.09,-0.04,-0.55,-0.01,-0.49,-0.22,-0.01,0.05,0.02,0.37,0.26,-0.19,0.68,0.16,-0.37,0.29,0.2,0.39,-0.27,-0.27,-0.06,0.38,-0.19,-0.51,-0.24,"S/G2"
"YFL037W",1.61,1.31,-0.3,-0.38,-0.46,-0.92,-0.58,-0.19,0.22,0.1,0.69,0.2,0.34,-0.07,-0.05,-0.17,0.1,-0.14,0.3,0.31,0.27,0.05,-0.51,-0.79,-0.08,0.64,0.92,0.75,0.6,-0.17,0.11,-0.63,-0.82,-0.08,-0.58,0.27,-0.07,0.63,0.06,0.6,0.2,0,-0.1,-0.42,-0.27,-0.25,-0.74,-0.34,0.34,0.49,0.3,-0.13,0.11,-0.17,-0.23,0.2,-0.13,0.04,0.14,0.0928571428571429,-0.01,0.3,-0.17,-1.43,-1.1,-1.06,-0.69,-0.14,0.01,0.37,0.76,1.02,0.94,0.26,0.75,0.37,-0.06,"S/G2"
"YGL101W",0.18,-0.15,-0.18,-0.18,-0.24,-0.11,-0.6,-0.47,0.06,0.19,0.51,0.4,0.03,-0.16,-0.55,-0.38,0.17,-0.22,0.49,0.22,0.67,-0.02,-0.91,-0.91,-0.21,0.64,0.59,0.6,-0.01,-0.39,-0.6,-0.48,-0.82,0.14,-0.01,0.55,0.01,0.95,0.17,0.63,0.04,-0.02,-0.37,-0.41,0.22,0.59,-0.97,-0.52,-0.62,0.12,0.18,0.22,0.54,0.17,-0.04,-0.72,-0.24,0.17,0.45,0.64,-0.015,0.61,0.01,-0.21,-0.36,-0.23,-0.29,0.28,0.03,0.35,0.23,0.08,-0.01,0.18,-0.08,0.19,-0.16,"S/G2"
"YGL212W",0.21,-0.42,-0.224444444444444,0.26,-0.02,-0.38,-0.17,0.03,0.06,0.08,0.32,0.14,-0.01,0.2,-0.38,0.01,0.19,-0.11,0.03,-0.06,0.25,-0.17,-0.04,0.12,0.45,0.23,-0.47,0.31,0.14,-0.08,-0.78,-0.38,-0.55,-0.2,-0.24,0.47,0.05,0.26,0.51,0.03,-0.28,-0.42,-0.14,0.41,0.23,0.38,-0.52,-0.69,-0.29,-0.19,-0.03,0.24,-0.09,-0.16,0,-0.59,-0.21,0.24,0.69,0.69,0.41,0.18,0.33,0.57,-0.45,-0.2,-0.09,0.23,-0.05,-0.3,-0.02,-0.02,-0.2,0.14,0.21,-0.05,0.24,"S/G2"
"YGL216W",0.5,-0.01,-0.49,0.44,-0.23,-0.48,-0.46,-0.14,0.34,0.13,0.56,-0.01,0.06,-0.02,-0.48,-0.14,0.22,0.06,0.19,0.18,0.22,0.01,-0.1,-0.25,0.54,0.77,0.16,0.67,-0.15,-0.17,-1.23,-0.52,-0.52,-0.06,-0.1,0.53,0.69,0.63,0.23,0.31,0.01,-0.52,-0.13,-0.29,-0.29,-0.23,0.12,0.03,-0.07,0.24,0.84,0.46,0.24,0.29,-0.4,-0.25,-0.7,-0.25,0.18,0.16,0,-0.17,-0.7,-0.7,-0.44,-0.44,-0.36,-0.21,-0.04,-0.05,0.55,0.46,0.54,0.03,0.38,-0.14,0.41,"S/G2"
"YGR124W",-0.34,0.67,0.34,0.07,0.23,-0.4,0.28,-0.23,0.16,-0.25,0.21,-0.23,0.12,-0.08,0.22,-0.01,0.03,-0.05,0.3,-0.03,0.08,-0.34,-0.22,-0.04,0.04,0.13,0.16,0.1,0.04,0.01,-0.09,0.12,-0.24,0.13,0.07,-0.11,-0.22,0.21,-0.67,0.21,-0.62,-0.04,0.12,0.37,0.24,0.32,-0.64,-0.28,0.01,-0.11,0.13,-0.06,-0.09,-0.06,-0.17,0.23,0.15,0.18,-0.04,0.26,0.19,0.27,0.27,-0.99,-0.12,-0.35,-0.2,0.01,-0.26,0.04,0.34,0.42,0.11,0.02,0.4,0.31,0.27,"S/G2"
"YGR138C",-0.4,0.77,0.26,-0.69,0.1,-0.3,-0.55,-0.53,-0.7,-0.68,0,0.48,1.16,0.35,0.84,-0.23,-0.5,-0.42,0.01,0.46,0.21,0.31,0.3,-0.72,0.85,0.83,0.93,0.41,0.25,0.04,0.3,-0.7,-0.69,-0.06,-0.21,0.13,-0.07,0.37,0.38,0.11,0.5,-0.7,-0.26,-0.73,-0.75,-0.5,0.99,-0.53,-0.14,0.36,0.8,1.2,0.57,-0.31,-0.71,-1.12,-0.68,0.05,-0.01,-0.12,0.07,-0.15,-0.27,0,-0.84,-0.49,-0.42,-0.49,-0.68,-0.03,0.39,0.55,0.56,0.48,0.57,0.13,0.29,"S/G2"
"YHR006W",-0.3,-0.67,-0.4,0.43,0.34,-0.23,-0.03,-0.48,0.17,0.09,0.31,0.01,0.01,-0.21,-0.21,-0.25,-0.13,-0.07,0.06,0.22,-0.19,0.57,0.09,0.21,0.84,0.59,-0.69,0.41,-0.05,0.22,-0.72,0.44,-0.29,0.1,-0.64,0.15,-0.25,0.02,-0.54,0.28,-0.93,-0.47,-0.42,0.66,0.46,0.52,-0.59,-0.67,-0.81,0.05,0.11,0.5,0.05,0.19,0.05,-0.49,-0.13,0.09,0.29,0.36,0.42,0.28,0.32,0.47,-0.44,-0.03,0.17,0.02,0.07,0.02,0.11,0.13,0.04,-0.17,-0.11,-0.02,-0.26,"S/G2"
"YHR086W",0.26,-0.3,-0.231111111111111,-0.09,-0.24,-0.13,-0.15,-0.1,0.37,0.26,0.56,0.233,-0.11,-0.32,-0.48,-0.08,0.1,-0.23,0.35,0.15,0.23,-0.17,-0.84,-0.86,-0.16,0.42,0.87,0.05,0.06,-0.4,0.03,-0.34,-0.13,0.12,0.63,0.28,0.69,0.25,0.52,-0.09,0.52,-0.43,-0.08,-0.6,-0.25,-0.24,-0.24,-0.77,-1.46,0.23,0.74,1.21,0.69,0.3,-0.05,-1.17,-0.08,0.3,-0.02,0.12,0.6,0.39,-0.77,0.12,-0.19,-0.16,-0.55,-0.3,-0.32,0.16,0.39,0.3,0.11,-0.06,0.44,0.29,-0.23,"S/G2"
"YHR108W",0.85,1.34,-0.06,0.08,-0.07,-0.38,-0.12,-0.02,0.15,0.03,0.45,0.18,0.07,-0.2,-0.26,-0.24,0.01,-0.15,0.25,0.05,0.41,-0.16,-0.31,-0.38,-0.01,0.41,0.23,0.47,-0.14,0.19,-0.41,0.07,-0.51,0.3,-0.25,0.38,-0.23,0.69,0.09,0.34,0.09,-0.75,-0.29,0.05,0.05,-0.09,-0.16,-0.39,0.02,0.19,0.13,0.34,0.17,0.05,-0.07,0.07,-0.2,-0.1,0.05,-0.01,0.02,-0.02,-0.06,-0.12,-0.44,-0.31,-0.27,-0.1,-0.07,0.13,0.37,0.21,0.04,0.25,0.4,-0.04,-0.05,"S/G2"
"YHR135C",0.44,0.65,-0.67,0.11,-0.12,-0.65,-0.43,-0.43,0.24,0.09,0.54,0.23,0.27,0.07,-0.17,-0.14,-0.01,-0.16,-0.02,0.2,0.41,0.07,0.3,0.12,0.48,0.9,0.26,0.71,-0.21,0.44,-1.07,0.14,-0.84,0.03,-0.15,0.36,0.044,0.48,-0.51,0.45,-0.84,-0.45,-1.11,0.21,0.17,0.12,-0.08,-0.46,-0.25,0.23,0.74,0.54,0.24,0.03,-0.27,0.18,-0.4,-0.32,0.105,0.08,-0.18,0.08,-0.15,-0.36,-0.54,-0.46,-0.19,-0.05,-0.33,-0.26,0.18,0.26,0.46,-0.07,0.47,0.39,0.47,"S/G2"
"YHR146W",-0.15,1.3,-0.38,-0.14,-0.58,-0.14,-1.04,-0.42,-0.18,0.63,0.5,0.38,0.36,0.21,0.02,-0.16,-0.16,0.07,0.14,0.21,0.04,0.12,-0.04,-0.04,0.07,0.99,0.01,0.25,-0.25,-0.35,-0.93,-0.47,-0.5,-0.35,-0.35,0.87,0.19,0.63,-0.23,0.29,-0.14,0.95,-0.19,-0.06,-0.37,0.03,-0.49,-0.34,0.1,0.37,0.64,0.45,0.22,-0.09,-0.14,0.19,-0.3,-0.28,-0.23,0.02,0.31,0.08,-0.19,0.78,-0.1,0.47,-0.49,-0.29,-0.15,-0.1,0.11,-0.15,-0.04,0.26,-0.07,-0.15,-0.09,"S/G2"
"YHR178W",0.4,-0.29,-0.79,0.14,-0.37,0.02125,-0.05,-0.25,0.25,0.04,0.31,-0.01,0.36,-0.11,-0.27,-0.05,0.06,-0.12,0.18,0.03,0.12,-0.11,-0.432,-0.345,1.11022302462516e-17,1.78,0.326,-0.58,-0.0666666666666667,-0.0477777777777778,0.031,-0.225555555555556,-0.416,0.0755555555555556,0.02,0.26,0.312222222222222,0.254444444444444,0.284,0.0188888888888889,0.0988888888888889,-0.294,-0.0888888888888889,-1.2,-0.133333333333333,-0.0444444444444444,-0.18,-1.08,-1.11,0.19,0.47,0.36,0.04,0.22,0.04,-0.29,-0.04,-0.04,0.41,0.32,0.37,0.06,0.26,0.15,-0.28,0.17,-0.13,-0.26,-0.55,-0.15,-0.02,0.39,0.01,-0.34,0.55,0.38,0.09,"S/G2"
"YHR208W",-0.76,0.55,-0.42,-0.49,0.37,-0.04,0.15,-0.2,-0.1,-0.25,0.31,-0.06,0.17,-0.06,-0.07,-0.03,-0.04,-0.219,0.19,0.06,-0.32,-0.06,-0.244444444444444,-0.18,0.068,0.247,0.404,0.188,0.124,-0.046,-0.031,-0.206,-0.085,0.143,0.198,0.034,0.116,0.064,0.061,-0.074,0.089,-0.365,0.023,-0.182,-0.231,-0.136,-0.65,-0.38,0.17,-0.14,0.1,-0.07,-0.11,-0.28,-0.27,0.6,0.1,0.08875,-0.05,0.03,0.1,0.38,0.47,-1.18,-0.34,-0.13,-0.26,0.35,0.25,-0.08,0.33,0.14,0.46,0.12,-0.08,0.09,0.33,"S/G2"
"YIL050W",0.12,-0.25,-0.12,-0.51,-0.23,-0.23,-0.37,0,-0.02,0.31,0.08,0.33,0.31,-0.13,-0.13,-0.17,0.11,-0.06,0.01,0.32,-0.07,-0.07,-1.23,-1.11,-0.18,0.34,0.21,0.44,0.15,0.61,-0.09,-0.17,-0.48,0,-0.03,0.28,0.57,0.24,0.38,0.04,0.26,0.12,-0.17,-0.11,-0.31,0.24,-0.79,-1.04,-0.49,-0.12,0.61,0.77,0.34,0.12,0.12,-0.51,-0.35,0.15,0.22,0.37,0.29,0.17,0.14,0.59,-0.19,0.17,-0.01,-0.14,-0.21,-0.1,0.01,-0.05,-0.05,0.17,0.02,-0.19,-0.01,"S/G2"
"YIL072W",0.58,-0.67,-0.25,-0.49,-0.05,0.27,0.32,0.12,-0.03,-0.05,0.1,-0.12,0.32,0.01,-0.02,-0.27,-0.24,-0.141,0.07,0.1,-0.54,-0.043,-0.27,0.15,-0.36,-0.44,0.15,-0.38,0.41,-0.36,0.04,-0.18,-0.02,-0.133,-0.02,-0.251,0.74,-0.02,0.67,-0.51,0.74,0.48,1.34,-0.6,-1.09,-0.46,0.82,0.99,-0.89,0.34,-0.15,0.49,-0.15,0.21,0.01,-0.33,-0.27,-0.09,-0.27,-0.15,0.11,-0.33,-0.33,-0.04,-0.19,-0.02,0.37,0.53,-0.1,0.25,0,0.07,0,-0.08,-0.51,-0.19,-0.06,"S/G2"
"YIL123W",1.22,1.96,-0.67,-1,-0.98,-0.95,-0.98,-0.17,0.28,0.36,0.79,0.29,0.46,-0.46,-0.53,-0.38,0.13,0.45,0.58,0.72,0.22,0.17,-2.04,-1.17,0.06,1.08,1.09,1.09,0.93,0.29,0.15,-0.86,-0.7,0.2,-0.24,0.52,0.27,0.7,0.66,0.44,0.38,-0.38,-0.51,-0.89,-0.72,-0.34,-1.29,-0.8,-0.12,0.49,0.2,0.31,0.56,0.57,0.1,-0.17,0.1,0.05,0.18,0.05,0.328333333333333,0.03,-0.26,-1.76,-1.71,-1.48,-0.59,-0.38,0.43,0.76,0.85,0.9,0.96,0.61,0.73,0.32,0.36,"S/G2"
"YIL129C",0.95,-0.76,-0.47,0.74,-1.1,-1.37,-1.29,0.37,0.37,0.62,1.06,0.68,0.31,-0.37,-0.71,-0.76,-0.1,0.29,0.52,0.59,0.8,0.11,-1.17,-0.91,0.39,1.32,0.96,1.03,0.29,-0.27,-0.76,-1.08,-1.5,1.02,-0.41,0.59,0.74,0.83,0.7,0.5,-0.08,-0.53,-0.5,-0.8,-0.41,0.05,-0.16,-0.1,-0.54,-0.66,-0.02,0.58,0.32,0.29,0.45,0.33,0.16,0.1,-0.02,-0.05,-0.042,-0.39,-0.29,-1.33,-0.79,-0.57,-0.37,-0.09,0.63,0.42,0.83,0.64,0.62,-0.02,0.37,0.05,-0.4,"S/G2"
"YIL131C",0.41,0.25,0.59,0.07,-0.51,-0.73,-0.46,-0.67,0.57,0.76,0.57,0.18,0.27,-0.23,0.44,-0.89,-0.34,-0.04,0.7,0.26,0.35,-0.24,-0.86,-0.54,0.19,0.84,1.14,0.37,0.41,-0.22,0.07,-1.89,-0.79,-0.33,0.12,0.46,0.56,0.27,0.38,-0.15,0.52,-0.07,0.37,-0.63,0.09,-0.31,-1.41,-1.11,-1.04,0.28,1.26,1.34,0.72,0.36,0.28,-0.6,-0.9,-0.22,0.32,0.49,0.24,0.3325,-0.07,-0.55,-0.78,-0.29,-0.31,0.19,0.01,0.22,0.5,0.46,0.34,-0.12,0.28,0.16,-0.1,"S/G2"
